,,,,,,,,,,,,,,
room_id,floor,zone,room_name,display_name,function,color_group,poi_type,is_patient_destination,wheelchair_accessible,accessibility_note,service_flow,voice_aliases,ocr_keywords,notes
A222,2,Tầng 2 - Khám lâm sàng,Phòng tư vấn tâm lý cơ bản,A222 - Phòng tư vấn tâm lý cơ bản,Tư vấn tâm lý,Khám lâm sàng,clinical_support,Có,TRUE,,standard_flow;insurance_flow;service_flow;priority_support_flow,"phòng tư vấn tâm lý cơ bản, khám tâm lý, tham vấn tâm lý, đánh giá tâm lý, tư vấn sức khỏe tinh thần, nhà tâm lý, bác sĩ tâm lý, tư vấn cảm xúc, trị liệu tâm lý, trị liệu cá nhân, tư vấn tâm lý học đường",Phòng tư vấn tâm lý cơ bản,
A223,2,Tầng 2 - Khám lâm sàng,Phòng điều dưỡng,A223 - Phòng điều dưỡng,Hỗ trợ điều dưỡng,Khám lâm sàng,clinical_support,Có,TRUE,,standard_flow;insurance_flow;service_flow;priority_support_flow,"phòng điều dưỡng, thay băng, cắt chỉ, tiêm thuốc, truyền dịch, chăm sóc vết thương, đo huyết áp, chăm sóc điều dưỡng",Phòng điều dưỡng,
A224,2,Tầng 2 - Khám lâm sàng,Phòng thủ thuật nhỏ,A224 - Phòng thủ thuật nhỏ,Thủ thuật,Khám lâm sàng,clinical_support,Có,TRUE,,standard_flow;insurance_flow;service_flow;priority_support_flow,"phòng thủ thuật nhỏ, lấy dị vật, chích áp xe, băng ép vết thương, làm thủ thuật nhỉ, thay băng vết thương, rửa vết thương, sát khuẩn vết thương, khâu vết thường",Phòng thủ thuật nhỏ,
A225,2,Tầng 2 - Khám lâm sàng,Phòng tiêm-truyền ngắn,A225 - Phòng tiêm-truyền ngắn,"Tiêm, truyền",Khám lâm sàng,clinical_support,Có,TRUE,,standard_flow;insurance_flow;service_flow;priority_support_flow,"phòng tiêm-truyền ngắn, tiêm thuốc, truyền dịch, truyền nước, truyền thuốc, tiêm kháng sinh, tiêm theo chỉ định, phòng tiêm, truyền tĩnh mạch, phòng truyền dịch, truyền đạm",Phòng tiêm-truyền ngắn,
A226,2,Tầng 2 - Khám lâm sàng,Phòng đo sinh hiệu,A226 - Phòng đo sinh hiệu,"HA, mạch",Khám lâm sàng,clinical_support,Có,TRUE,,standard_flow;insurance_flow;service_flow;priority_support_flow,"phòng đo sinh hiệu, đo huyết áp, đo chiều cao, đo cân nặng, đo nhiệt độ, đo sinh hiệu, kiểm tra sinh hiệu, đo nhịp thở, đo oxy máu, đo nhịp thở, kiểm tra chỉ số sức khỏe, đo chỉ số ban đầu, đo nhịp tim, đo mạch",Phòng đo sinh hiệu,
A227,2,Tầng 2 - Khám lâm sàng,Phòng đọc kết quả tổng hợp 2,A227 - Phòng đọc kết quả tổng hợp 2,Tái khám sau CLS,Khám lâm sàng,clinical_support,Có,TRUE,,standard_flow;insurance_flow;service_flow;priority_support_flow,"phòng đọc kết quả tổng hợp 2, lấy kết quả, xem kết quả xét nghiệm, trả kết quả, nhận kết quả kiểm tra, đọc kết quả siêu âm, đọc kết quả X-quang, lấy kết quả, nhận phiếu kết quả, xem kết quả chẩn đoán hình ảnh",Phòng đọc kết quả tổng hợp 2,
A228,2,Tầng 2 - Khám lâm sàng,Phòng đọc kết quả tổng hợp 1,A228 - Phòng đọc kết quả tổng hợp 1,Bác sĩ đọc kết quả,Khám lâm sàng,clinical_support,Có,TRUE,,standard_flow;insurance_flow;service_flow;priority_support_flow,"phòng đọc kết quả tổng hợp 1, lấy kết quả, xem kết quả xét nghiệm, trả kết quả, nhận kết quả kiểm tra, đọc kết quả siêu âm, đọc kết quả X-quang, lấy kết quả, nhận phiếu kết quả, xem kết quả chẩn đoán hình ảnh",Phòng đọc kết quả tổng hợp 1,
HALL-2-MAIN,2,Tầng 1 - POI cố định,Hành lang chính tầng 2,HALL-2-MAIN - Hành lang chính tầng 2,Trục di chuyển chính qua sảnh chờ trung tâm,Thang máy / cầu thang / hành lang,hallway,Có,TRUE,,standard_flow;insurance_flow;service_flow;priority_support_flow,"hành lang chính tầng 2, sảnh chính, hành lang đi lại, hành lang",,"Mã POI riêng, không trùng mã phòng A###"
HALL-2-BRANCH,2,Tầng 2 - POI cố định,Hành lang nhánh tầng 2,HALL-2-BRANCH - Hành lang nhánh tầng 2,Nhánh chữ L nối cụm phòng khám 2,Thang máy / cầu thang / hành lang,hallway,Có,TRUE,,standard_flow;insurance_flow;service_flow;priority_support_flow,"hành lang nhánh tầng 2, sảnh chính, hành lang đi lại, hành lang",,"Mã POI riêng, không trùng mã phòng A###"
WAIT-2-01,2,Tầng 2 - POI cố định,Khu chờ khám 1,WAIT-2-01 - Khu chờ khám 1,Ghế chờ trước cụm phòng khám chính,Khu chờ / ghế chờ,waiting_area,Có,TRUE,,standard_flow;insurance_flow;service_flow;priority_support_flow,"khu chờ khám 1, chỗ ngồi, ghế ngồi chờ, chỗ chờ khám, khu ngồi chờ khám ",,"Mã POI riêng, không trùng mã phòng A###"
WAIT-2-02,2,Tầng 2 - POI cố định,Khu chờ khám 2,WAIT-2-02 - Khu chờ khám 2,Ghế chờ trước cụm phòng khám nhánh,Khu chờ / ghế chờ,waiting_area,Có,TRUE,,standard_flow;insurance_flow;service_flow;priority_support_flow,"khu chờ khám 2, chỗ ngồi, ghế ngồi chờ, chỗ chờ khám, khu ngồi chờ khám",,"Mã POI riêng, không trùng mã phòng A###"
ELEV-2A,2,Tầng 2 - POI cố định,Thang máy khu A tầng 2,ELEV-2A - Thang máy khu A tầng 2,"Di chuyển tầng, ưu tiên người già/người đi xe lăn",Thang máy / cầu thang / hành lang,elevator,Có,TRUE,"Phù hợp mọi đối tượng, nên ưu tiên cho người đi xe lăn, người cao tuổi và người hạn chế vận động.",standard_flow;insurance_flow;service_flow;priority_support_flow,"thang máy khu a tầng 2, thang máy, đi lên tầng, đi xuống tầng 1, đi lên tầng 3, thang máy gần khu a",,"Mã POI riêng, không trùng mã phòng A###"
STAIR-2A,2,Tầng 2 - POI cố định,Cầu thang bộ khu A tầng 2,STAIR-2A - Cầu thang bộ khu A tầng 2,Di chuyển tầng bằng thang bộ,Thang máy / cầu thang / hành lang,stair,Có,FALSE,Không phù hợp với xe lăn,standard_flow;insurance_flow;service_flow,"cầu thang bộ khu a tầng 2, cầu thang, thang bộ khu a, lên tầng, xuống tầng, đi bộ xuống, đi bộ lên",,"Mã POI riêng, không trùng mã phòng A###"
ELEV-2B,2,Tầng 2 - POI cố định,Thang máy khu B tầng 2,ELEV-2B - Thang máy khu B tầng 2,Di chuyển tầng tại nhánh chữ L,Thang máy / cầu thang / hành lang,elevator,Có,TRUE,"Phù hợp mọi đối tượng, nên ưu tiên cho người đi xe lăn, người cao tuổi và người hạn chế vận động.",standard_flow;insurance_flow;service_flow;priority_support_flow,"thang máy khu b tầng 2,thang máy, đi lên tầng, đi xuống tầng 1, đi lên tầng 3, thang máy gần khu b",,"Mã POI riêng, không trùng mã phòng A###"
STAIR-2B,2,Tầng 2 - POI cố định,Cầu thang bộ khu B tầng 2,STAIR-2B - Cầu thang bộ khu B tầng 2,Di chuyển tầng bằng thang bộ tại nhánh chữ L,Thang máy / cầu thang / hành lang,stair,Có,FALSE,Không phù hợp với xe lăn,standard_flow;insurance_flow;service_flow,"cầu thang bộ khu b tầng 2,cầu thang, thang bộ khu b, lên tầng, xuống tầng, đi bộ xuống, đi bộ lên",,"Mã POI riêng, không trùng mã phòng A###"
WC-2A-M,2,Tầng 2 - POI cố định,WC nam khu A tầng 2,WC-2A-M - WC nam khu A tầng 2,Vệ sinh nam,WC / tiếp cận,restroom_cluster,Có,TRUE,Có buồng WC tiếp cận xe lăn trong khối WC.,standard_flow;insurance_flow;service_flow;priority_support_flow,"wc nam khu a tầng 2, vệ sinh tầng 2, nhà vệ sinh, khu vệ sinh, rửa mặt, rửa tay",,"Mã POI riêng, không trùng mã phòng A###"
WC-2A-F,2,Tầng 2 - POI cố định,WC nữ khu A tầng 2,WC-2A-F - WC nữ khu A tầng 2,Vệ sinh nữ,WC / tiếp cận,restroom_cluster,Có,TRUE,Có buồng WC tiếp cận xe lăn trong khối WC.,standard_flow;insurance_flow;service_flow;priority_support_flow,"wc nữ khu a tầng 2, vệ sinh tầng 2, nhà vệ sinh, khu vệ sinh, rửa mặt, rửa tay",,"Mã POI riêng, không trùng mã phòng A###"
WC-2A-ACC,2,Tầng 2 - POI cố định,WC xe lăn khu A tầng 2,WC-2A-ACC - WC xe lăn khu A tầng 2,WC cho người khuyết tật/người đi xe lăn,WC / tiếp cận,restroom_cluster,Có,TRUE,Có buồng WC tiếp cận xe lăn trong khối WC.,standard_flow;insurance_flow;service_flow;priority_support_flow,"wc xe lăn khu a tầng 2, vệ sinh tầng 2, nhà vệ sinh, khu vệ sinh, rửa mặt, rửa tay",,"Mã POI riêng, không trùng mã phòng A###"
WC-2B-M,2,Tầng 2 - POI cố định,WC nam khu B tầng 2,WC-2B-M - WC nam khu B tầng 2,Vệ sinh nam,WC / tiếp cận,restroom_cluster,Có,TRUE,Có buồng WC tiếp cận xe lăn trong khối WC.,standard_flow;insurance_flow;service_flow;priority_support_flow,"wc nam khu b tầng 2, vệ sinh tầng 2, nhà vệ sinh, khu vệ sinh, rửa mặt, rửa tay",,"Mã POI riêng, không trùng mã phòng A###"
WC-2B-F,2,Tầng 2 - POI cố định,WC nữ khu B tầng 2,WC-2B-F - WC nữ khu B tầng 2,Vệ sinh nữ,WC / tiếp cận,restroom_cluster,Có,TRUE,Có buồng WC tiếp cận xe lăn trong khối WC.,standard_flow;insurance_flow;service_flow;priority_support_flow,"wc nữ khu b tầng 2, vệ sinh tầng 2, nhà vệ sinh, khu vệ sinh, rửa mặt, rửa tay",,"Mã POI riêng, không trùng mã phòng A###"
WC-2B-ACC,2,Tầng 2 - POI cố định,WC xe lăn khu B tầng 2,WC-2B-ACC - WC xe lăn khu B tầng 2,WC cho người khuyết tật/người đi xe lăn,WC / tiếp cận,restroom_cluster,Có,TRUE,Có buồng WC tiếp cận xe lăn trong khối WC.,standard_flow;insurance_flow;service_flow;priority_support_flow,"wc xe lăn khu b tầng 2, vệ sinh tầng 2, nhà vệ sinh, khu vệ sinh, rửa mặt, rửa tay",,"Mã POI riêng, không trùng mã phòng A###"
A301,3,Tầng 3 - Cận lâm sàng & CĐHA,Khu tiếp nhận CLS,A301 - Khu tiếp nhận CLS,Xác nhận phiếu,Cận lâm sàng / Chẩn đoán hình ảnh,lab,Có,TRUE,,standard_flow;insurance_flow;service_flow;priority_support_flow,"khu tiếp nhận cls, đăng ký siêu âm, đăng ký CT, đăng ký MRI, tiếp nhận cận lâm sàng, làm cận lâm sàng, đăng ký xét nghiệm, làm xét nghiệm ",Khu tiếp nhận CLS,
A302,3,Tầng 3 - Cận lâm sàng & CĐHA,Quầy lấy số xét nghiệm,A302 - Quầy lấy số xét nghiệm,Lấy số,Cận lâm sàng / Chẩn đoán hình ảnh,lab,Có,TRUE,,standard_flow;insurance_flow;service_flow;priority_support_flow,"quầy lấy số xét nghiệm, lấy số thứ tự xét nghiệm, xếp hàng lấy số, xem số thứ tự, thủ tục xếp hàng",Quầy lấy số xét nghiệm,
A303,3,Tầng 3 - Cận lâm sàng & CĐHA,Phòng lấy máu 1,A303 - Phòng lấy máu 1,Lấy mẫu,Cận lâm sàng / Chẩn đoán hình ảnh,lab,Có,TRUE,,standard_flow;insurance_flow;service_flow;priority_support_flow,"phòng lấy máu 1, xét nghiệm máu, lấy máu xét nghiệm, lấy máu theo chỉ định, phòng lấy máu, lấy mẫu bệnh phẩm, lấy máu tổng quát, lấy mẫu tĩnh mạch",Phòng lấy máu 1,
A304,3,Tầng 3 - Cận lâm sàng & CĐHA,Phòng lấy máu 2,A304 - Phòng lấy máu 2,Lấy mẫu,Cận lâm sàng / Chẩn đoán hình ảnh,lab,Có,TRUE,,standard_flow;insurance_flow;service_flow;priority_support_flow,"phòng lấy máu 2, xét nghiệm máu, lấy máu xét nghiệm, lấy máu theo chỉ định, phòng lấy máu, lấy mẫu bệnh phẩm, lấy máu tổng quát, lấy mẫu tĩnh mạch",Phòng lấy máu 2,
A305,3,Tầng 3 - Cận lâm sàng & CĐHA,Phòng xét nghiệm sinh hóa,A305 - Phòng xét nghiệm sinh hóa,Xét nghiệm,Cận lâm sàng / Chẩn đoán hình ảnh,lab,Có,TRUE,,standard_flow;insurance_flow;service_flow;priority_support_flow,"phòng xét nghiệm sinh hóa, xét nghiệm đường huyết, xét nghiệm chức năng gan, xét nghiệm chức năng thận, xét nghiệm mỡ máu, xét nghiệm sinh hóa, xét nghiệm điện giải, xét nghiệm đường huyết, kiểm tra đường huyết, men gan",Phòng xét nghiệm sinh hóa,
A306,3,Tầng 3 - Cận lâm sàng & CĐHA,Phòng xét nghiệm huyết học,A306 - Phòng xét nghiệm huyết học,Xét nghiệm,Cận lâm sàng / Chẩn đoán hình ảnh,lab,Có,TRUE,,standard_flow;insurance_flow;service_flow;priority_support_flow,"phòng xét nghiệm huyết học, công thức máu, xét nghiệm đông máu, xét nghiệm huyết học, hồng cầu, bạch cầu",Phòng xét nghiệm huyết học,
A307,3,Tầng 3 - Cận lâm sàng & CĐHA,Phòng xét nghiệm nước tiểu,A307 - Phòng xét nghiệm nước tiểu,Xét nghiệm,Cận lâm sàng / Chẩn đoán hình ảnh,lab,Có,TRUE,,standard_flow;insurance_flow;service_flow;priority_support_flow,"phòng xét nghiệm nước tiểu, xét nghiệm nước tiểu, lấy mẫu nước tiểu, kiểm tra nước tiểu, xét nghiệm nước tiểu 10 thông số",Phòng xét nghiệm nước tiểu,
A308,3,Tầng 3 - Cận lâm sàng & CĐHA,Phòng xét nghiệm miễn dịch,A308 - Phòng xét nghiệm miễn dịch,Xét nghiệm,Cận lâm sàng / Chẩn đoán hình ảnh,lab,Có,TRUE,,standard_flow;insurance_flow;service_flow;priority_support_flow,"phòng xét nghiệm miễn dịch, xét nghiệm miễn dịch, xét nghiệm hormone, xét nghiệm nội tiết, marker ung thư, xét nghiệm HIV, xét nghiệm viêm gan, miễn dịch, xét nghiệm kháng thể",Phòng xét nghiệm miễn dịch,
A309,3,Tầng 3 - Cận lâm sàng & CĐHA,Phòng trả kết quả xét nghiệm,A309 - Phòng trả kết quả xét nghiệm,Trả kết quả,Cận lâm sàng / Chẩn đoán hình ảnh,lab,Có,TRUE,,standard_flow;insurance_flow;service_flow;priority_support_flow,"phòng trả kết quả xét nghiệm, lấy kết quả xét nghiệm, xem kết quả, nhận phiếu kết quả xét nghiệm máu, nhận kết quả chụp X-quang",Phòng trả kết quả xét nghiệm,
A310,3,Tầng 3 - Cận lâm sàng & CĐHA,Phòng điện tim ECG,A310 - Phòng điện tim ECG,Đo điện tim,Cận lâm sàng / Chẩn đoán hình ảnh,diagnostic,Có,TRUE,,standard_flow;insurance_flow;service_flow;priority_support_flow,"phòng điện tim ecg, điện tim, ghi điện tim, đo điện tim, kiểm tra điện tim, điện tâm đồ, đo ecg",Phòng điện tim ECG,
A311,3,Tầng 3 - Cận lâm sàng & CĐHA,Phòng siêu âm tổng quát 1,A311 - Phòng siêu âm tổng quát 1,Siêu âm,Cận lâm sàng / Chẩn đoán hình ảnh,diagnostic,Có,TRUE,,standard_flow;insurance_flow;service_flow;priority_support_flow,"phòng siêu âm tổng quát 1, siêu âm ổn bụng, siêu âm tổng quát, siêu âm bụng, siêu âm gan, siêu âm mật, siêu âm lách",Phòng siêu âm tổng quát 1,
A312,3,Tầng 3 - Cận lâm sàng & CĐHA,Phòng siêu âm tổng quát 2,A312 - Phòng siêu âm tổng quát 2,Siêu âm,Cận lâm sàng / Chẩn đoán hình ảnh,diagnostic,Có,TRUE,,standard_flow;insurance_flow;service_flow;priority_support_flow,"phòng siêu âm tổng quát 2, siêu âm ổn bụng, siêu âm tổng quát, siêu âm bụng, siêu âm gan, siêu âm mật, siêu âm lách",Phòng siêu âm tổng quát 2,
A313,3,Tầng 3 - Cận lâm sàng & CĐHA,Phòng siêu âm tim,A313 - Phòng siêu âm tim,Siêu âm tim / Chẩn đoán tim mạch,Cận lâm sàng / Chẩn đoán hình ảnh,diagnostic,Có,TRUE,,standard_flow;insurance_flow;service_flow;priority_support_flow,"phòng siêu âm tim, siêu âm tim mạch, siêu âm van tim, kiểm tra tim, siêu âm Doppler tim, tim, siêu âm tim Doppler",Phòng siêu âm tim,
A314,3,Tầng 3 - Cận lâm sàng & CĐHA,Phòng X-quang 1,A314 - Phòng X-quang 1,Chụp phim,Cận lâm sàng / Chẩn đoán hình ảnh,diagnostic,Có,TRUE,,standard_flow;insurance_flow;service_flow;priority_support_flow,"phòng x-quang 1, chụp X-quang phổi, chụp cột sống, chụp ngực, chụp phổi, chụp xương, chụp phim",Phòng X-quang 1,
A315,3,Tầng 3 - Cận lâm sàng & CĐHA,Phòng X-quang 2,A315 - Phòng X-quang 2,Chụp phim,Cận lâm sàng / Chẩn đoán hình ảnh,diagnostic,Có,TRUE,,standard_flow;insurance_flow;service_flow;priority_support_flow,"phòng x-quang 2,  chụp X-quang phổi, chụp cột sống, chụp ngực, chụp phổi, chụp xương, chụp phim",Phòng X-quang 2,
A316,3,Tầng 3 - Cận lâm sàng & CĐHA,Phòng CT mô phỏng,A316 - Phòng CT mô phỏng,Chẩn đoán hình ảnh,Cận lâm sàng / Chẩn đoán hình ảnh,diagnostic,Có,TRUE,,standard_flow;insurance_flow;service_flow;priority_support_flow,"phòng ct mô phỏng, chụp CT, CT mô phỏng, CT Scan, mô phỏng xạ trị, chụp cắt lớp, lập kế hoạch xạ trị, chụp CT theo chỉ định",Phòng CT mô phỏng,
A317,3,Tầng 3 - Cận lâm sàng & CĐHA,Phòng MRI mô phỏng,A317 - Phòng MRI mô phỏng,Chẩn đoán hình ảnh,Cận lâm sàng / Chẩn đoán hình ảnh,diagnostic,Có,TRUE,,standard_flow;insurance_flow;service_flow;priority_support_flow,"phòng mri mô phỏng, chụp MRI, cộng hưởng từ, chụp cộng hưởng từ, mô phỏng xạ trị, chụp MRI theo chỉ định ",Phòng MRI mô phỏng,
A318,3,Tầng 3 - Cận lâm sàng & CĐHA,Phòng nội soi tiêu hóa,A318 - Phòng nội soi tiêu hóa,Nội soi,Cận lâm sàng / Chẩn đoán hình ảnh,diagnostic,Có,TRUE,,standard_flow;insurance_flow;service_flow;priority_support_flow,"phòng nội soi tiêu hóa, nội soi dạ dày, nội soi đại tràng, nội soi tiêu hóa, nội soi thực quản, nội soi có gây mê, nội soi dạ dày, soi đại tràng",Phòng nội soi tiêu hóa,
A319,3,Tầng 3 - Cận lâm sàng & CĐHA,Phòng đo chức năng hô hấp,A319 - Phòng đo chức năng hô hấp,Đo chức năng,Cận lâm sàng / Chẩn đoán hình ảnh,diagnostic,Có,TRUE,,standard_flow;insurance_flow;service_flow;priority_support_flow,"phòng đo chức năng hô hấp, đo chức năng hô hấp, đo hô hấp, đo phổi, kiểm tra phổi, chức năng phổi, đo thông khí",Phòng đo chức năng hô hấp,
A320,3,Tầng 3 - Cận lâm sàng & CĐHA,Phòng đo mật độ xương,A320 - Phòng đo mật độ xương,Đo loãng xương,Cận lâm sàng / Chẩn đoán hình ảnh,diagnostic,Có,TRUE,,standard_flow;insurance_flow;service_flow;priority_support_flow,"phòng đo mật độ xương, đo mật độ xương, đo loãng xương, kiểm tra loãng xương, mật độ xương, kiểm tra xương, đo xương",Phòng đo mật độ xương,
A321,3,Tầng 3 - Cận lâm sàng & CĐHA,Phòng lấy mẫu chuyên biệt,A321 - Phòng lấy mẫu chuyên biệt,Lấy mẫu đặc biệt,Cận lâm sàng / Chẩn đoán hình ảnh,lab,Có,TRUE,,standard_flow;insurance_flow;service_flow;priority_support_flow,"phòng lấy mẫu chuyên biệt, lấy mẫu, lấy bệnh phẩm, lấy mẫu đặc biệt, lấy dịch, lấy dịch xét nghiệm, lấy dịch cơ thể, lấy dịch màng phổi, lấy mẫu sinh thiết, nộp bệnh phẩm, lấy mẫu kiểm tra, ",Phòng lấy mẫu chuyên biệt,
A322,3,Tầng 3 - Cận lâm sàng & CĐHA,Phòng tư vấn trước thủ thuật,A322 - Phòng tư vấn trước thủ thuật,Tư vấn trước TT,Cận lâm sàng / Chẩn đoán hình ảnh,lab,Có,TRUE,,standard_flow;insurance_flow;service_flow;priority_support_flow,"phòng tư vấn trước thủ thuật, tư vấn trước nội soi, giải thích thủ thuật, giải thích quy trình, hướng dẫn trước thủ thuật, chuẩn bị nội soi, chuẩn bị can thiệp, ký cam kết, ký giấy cam kết, ký giấy đồng ý thủ thuật, tư vấn điều trị, tư vấn gây mê, hướng dẫn trước điều trị",Phòng tư vấn trước thủ thuật,
A323,3,Tầng 3 - Cận lâm sàng & CĐHA,Phòng nghỉ sau thủ thuật,A323 - Phòng nghỉ sau thủ thuật,Nghỉ sau thủ thuật,Cận lâm sàng / Chẩn đoán hình ảnh,lab,Có,TRUE,,standard_flow;insurance_flow;service_flow;priority_support_flow,"phòng nghỉ sau thủ thuật, nghỉ sau thủ thuật, nghỉ sau nội soi, nghỉ hồi phục, hồi tỉnh, theo dõi sau thủ thuật, theo dõi sau nội soi, theo dõi sau gây mê, theo dõi sau điều trị, phòng nghỉ, nghỉ sau gây mê, hồi sức sau thủ thuật",Phòng nghỉ sau thủ thuật,
A324,3,Tầng 3 - Cận lâm sàng & CĐHA,Quầy hỗ trợ kết quả online,A324 - Quầy hỗ trợ kết quả online,Tra cứu kết quả,Cận lâm sàng / Chẩn đoán hình ảnh,lab,Có,TRUE,,standard_flow;insurance_flow;service_flow;priority_support_flow,"quầy hỗ trợ kết quả online, kết quả online, kết quả điện tủ, hỗ trợ tra cứu kết quả, hỗ trợ xem kết quả, kết quả trên app, kết quả trên ứng dụng, tài khoản kết quả",Quầy hỗ trợ kết quả online,
A325,3,Tầng 3 - Cận lâm sàng & CĐHA,Khu trả phim/CĐHA,A325 - Khu trả phim/CĐHA,"Nhận phim, ảnh",Cận lâm sàng / Chẩn đoán hình ảnh,lab,Có,TRUE,,standard_flow;insurance_flow;service_flow;priority_support_flow,"khu trả phim/cđha, trả phim
lấy phim, nhận phim, phim X-quang, phim CT, phim MRI, phim siêu âm, phim chụp, hình ảnh chụp, kết quả chẩn, đoán hình ảnh, kết quả CĐHA, chẩn đoán hình ảnh, nhận phim chụp",Khu trả phim/CĐHA,
A326,3,Tầng 3 - Cận lâm sàng & CĐHA,Phòng kỹ thuật viên,A326 - Phòng kỹ thuật viên,Làm việc kỹ thuật,Nội bộ / kỹ thuật,internal,Không/ít,FALSE,"Khu nội bộ, bệnh nhân không cần đến đây.",not_applicable,"phòng kỹ thuật viên, kỹ thuật viên, phòng kỹ thuật",Phòng kỹ thuật viên,
HALL-3-MAIN,3,Tầng 3 - POI cố định,Hành lang chính tầng 3,HALL-3-MAIN - Hành lang chính tầng 3,Trục di chuyển chính khu cận lâm sàng,Thang máy / cầu thang / hành lang,hallway,Có,TRUE,,standard_flow;insurance_flow;service_flow;priority_support_flow,"hành lang chính tầng 3, hành lang đi lại tầng 3, sảnh chính tầng 3",,"Mã POI riêng, không trùng mã phòng A###"
HALL-3-BRANCH,3,Tầng 3 - POI cố định,Hành lang nhánh tầng 3,HALL-3-BRANCH - Hành lang nhánh tầng 3,Nhánh chữ L nối cụm chẩn đoán hình ảnh,Thang máy / cầu thang / hành lang,hallway,Có,TRUE,,standard_flow;insurance_flow;service_flow;priority_support_flow,"hành lang nhánh tầng 3, hành lang nhỏ tầng 3, hành lang",,"Mã POI riêng, không trùng mã phòng A###"
WAIT-3-01,3,Tầng 3 - POI cố định,Khu chờ xét nghiệm,WAIT-3-01 - Khu chờ xét nghiệm,Ghế chờ trước cụm lấy mẫu/xét nghiệm,Khu chờ / ghế chờ,waiting_area,Có,TRUE,,standard_flow;insurance_flow;service_flow;priority_support_flow,"khu chờ xét nghiệm, ghế chờ xét nghiệm, ghế ngồi, khu chờ ",,"Mã POI riêng, không trùng mã phòng A###"
WAIT-3-02,3,Tầng 3 - POI cố định,Khu chờ chẩn đoán hình ảnh,WAIT-3-02 - Khu chờ chẩn đoán hình ảnh,Ghế chờ trước cụm siêu âm/X-quang/CT/MRI,Khu chờ / ghế chờ,waiting_area,Có,TRUE,,standard_flow;insurance_flow;service_flow;priority_support_flow,"khu chờ chẩn đoán hình ảnh, ghế ngồi chờ, khu ngồi chờ, chờ kết quả chẩn đoán hình ảnh, chẩn đoán hình ảnh",,"Mã POI riêng, không trùng mã phòng A###"
ELEV-3A,3,Tầng 3 - POI cố định,Thang máy khu A tầng 3,ELEV-3A - Thang máy khu A tầng 3,"Di chuyển tầng, ưu tiên người già/người đi xe lăn",Thang máy / cầu thang / hành lang,elevator,Có,TRUE,"Phù hợp mọi đối tượng, nên ưu tiên cho người đi xe lăn, người cao tuổi và người hạn chế vận động.",standard_flow;insurance_flow;service_flow;priority_support_flow,"thang máy khu a tầng 3, thang máy tầng 3, thang máy gần khu a, thang máy xuống tầng 2, thang máy lên tầng 4",,"Mã POI riêng, không trùng mã phòng A###"
STAIR-3A,3,Tầng 3 - POI cố định,Cầu thang bộ khu A tầng 3,STAIR-3A - Cầu thang bộ khu A tầng 3,Di chuyển tầng bằng thang bộ,Thang máy / cầu thang / hành lang,stair,Có,FALSE,Không phù hợp với xe lăn,standard_flow;insurance_flow;service_flow,"cầu thang bộ khu a tầng 3, cầu thang tầng 3, lên tầng 4, đi xuống tầng 2, cầu thang, thang bộ, cầu thang gân khu a",,"Mã POI riêng, không trùng mã phòng A###"
ELEV-3B,3,Tầng 3 - POI cố định,Thang máy khu B tầng 3,ELEV-3B - Thang máy khu B tầng 3,Di chuyển tầng tại nhánh chữ L,Thang máy / cầu thang / hành lang,elevator,Có,TRUE,"Phù hợp mọi đối tượng, nên ưu tiên cho người đi xe lăn, người cao tuổi và người hạn chế vận động.",standard_flow;insurance_flow;service_flow;priority_support_flow,"thang máy khu b tầng 3, thang máy tầng 3, thang máy gần khu b, thang máy xuống tầng 2, thang máy lên tầng 4",,"Mã POI riêng, không trùng mã phòng A###"
STAIR-3B,3,Tầng 3 - POI cố định,Cầu thang bộ khu B tầng 3,STAIR-3B - Cầu thang bộ khu B tầng 3,Di chuyển tầng bằng thang bộ tại nhánh chữ L,Thang máy / cầu thang / hành lang,stair,Có,FALSE,Không phù hợp với xe lăn,standard_flow;insurance_flow;service_flow,"cầu thang bộ khu b tầng 3, cầu thang tầng 3, lên tầng 4, đi xuống tầng 2, cầu thang, thang bộ, cầu thang gân khu b",,"Mã POI riêng, không trùng mã phòng A###"
WC-3A-M,3,Tầng 3 - POI cố định,WC nam khu A tầng 3,WC-3A-M - WC nam khu A tầng 3,Vệ sinh nam,WC / tiếp cận,restroom_cluster,Có,TRUE,Có buồng WC tiếp cận xe lăn trong khối WC.,standard_flow;insurance_flow;service_flow;priority_support_flow,wc nam khu a tầng 3;wc;phòng vệ sinh,,"Mã POI riêng, không trùng mã phòng A###"
WC-3A-F,3,Tầng 3 - POI cố định,WC nữ khu A tầng 3,WC-3A-F - WC nữ khu A tầng 3,Vệ sinh nữ,WC / tiếp cận,restroom_cluster,Có,TRUE,Có buồng WC tiếp cận xe lăn trong khối WC.,standard_flow;insurance_flow;service_flow;priority_support_flow,"wc nữ khu a tầng 3, phòng vệ sinh, rửa tay, soi gương, vệ sinh tầng 3",,"Mã POI riêng, không trùng mã phòng A###"
